input,output,category_name,operations
activate,GNITAVITCA,gerund_upper_reverse,present_to_gerund+uppercase+reverse
illustrate,GNITARTSULLI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
calculate,GNITALUCLAC,gerund_upper_reverse,present_to_gerund+uppercase+reverse
translate,GNITALSNART,gerund_upper_reverse,present_to_gerund+uppercase+reverse
accelerate,GNITARELECCA,gerund_upper_reverse,present_to_gerund+uppercase+reverse
dominate,GNITANIMOD,gerund_upper_reverse,present_to_gerund+uppercase+reverse
eliminate,GNITANIMILE,gerund_upper_reverse,present_to_gerund+uppercase+reverse
fascinate,GNITANICSAF,gerund_upper_reverse,present_to_gerund+uppercase+reverse
generate,GNITARENEG,gerund_upper_reverse,present_to_gerund+uppercase+reverse
imitate,GNITATIMI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
irritate,GNITATIRRI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
meditate,GNITATIDEM,gerund_upper_reverse,present_to_gerund+uppercase+reverse
negotiate,GNITAITOGEN,gerund_upper_reverse,present_to_gerund+uppercase+reverse
penetrate,GNITARTENEP,gerund_upper_reverse,present_to_gerund+uppercase+reverse
radiate,GNITAIDAR,gerund_upper_reverse,present_to_gerund+uppercase+reverse
rotate,GNITATOR,gerund_upper_reverse,present_to_gerund+uppercase+reverse
stimulate,GNITALUMITS,gerund_upper_reverse,present_to_gerund+uppercase+reverse
tolerate,GNITARELOT,gerund_upper_reverse,present_to_gerund+uppercase+reverse
validate,GNITADILAV,gerund_upper_reverse,present_to_gerund+uppercase+reverse
vibrate,GNITARBIV,gerund_upper_reverse,present_to_gerund+uppercase+reverse
anticipate,GNITAPICITNA,gerund_upper_reverse,present_to_gerund+uppercase+reverse
contemplate,GNITALPMETNOC,gerund_upper_reverse,present_to_gerund+uppercase+reverse
coordinate,GNITANIDROOC,gerund_upper_reverse,present_to_gerund+uppercase+reverse
cultivate,GNITAVITLUC,gerund_upper_reverse,present_to_gerund+uppercase+reverse
dedicate,GNITACIDED,gerund_upper_reverse,present_to_gerund+uppercase+reverse
designate,GNITANGISED,gerund_upper_reverse,present_to_gerund+uppercase+reverse
deviate,GNITAIVED,gerund_upper_reverse,present_to_gerund+uppercase+reverse
escalate,GNITALACSE,gerund_upper_reverse,present_to_gerund+uppercase+reverse
evaluate,GNITAULAVE,gerund_upper_reverse,present_to_gerund+uppercase+reverse
evaporate,GNITAROPAVE,gerund_upper_reverse,present_to_gerund+uppercase+reverse
exaggerate,GNITAREGGAXE,gerund_upper_reverse,present_to_gerund+uppercase+reverse
hibernate,GNITANREBIH,gerund_upper_reverse,present_to_gerund+uppercase+reverse
incorporate,GNITAROPROCNI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
innovate,GNITAVONNI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
integrate,GNITARGETNI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
initiate,GNITAITINI,gerund_upper_reverse,present_to_gerund+uppercase+reverse
terminate,GNITANIMRET,gerund_upper_reverse,present_to_gerund+uppercase+reverse
run,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
swim,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
walk,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
jump,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
dance,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
sing,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
read,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
write,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
sleep,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
eat,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
drink,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
talk,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
listen,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
think,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
work,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
play,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
study,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
learn,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
teach,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
build,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
create,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
paint,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
draw,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
cook,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
bake,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
clean,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
wash,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
drive,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
fly,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
sail,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
climb,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hike,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
bike,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
ski,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
skate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
fish,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hunt,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
camp,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
travel,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
explore,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
laugh,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
smile,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
cry,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
shout,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
whisper,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
love,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
help,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
share,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
care,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
meet,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
see,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hear,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
feel,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
smell,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
taste,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
touch,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hold,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
carry,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
throw,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
catch,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
push,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
pull,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
open,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
close,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
start,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
stop,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
begin,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
end,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
finish,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
stand,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
sit,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
lie,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
kneel,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
bend,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
stretch,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
relax,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
rest,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
wait,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
move,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
live,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
give,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
take,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
make,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
come,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
leave,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
arrive,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
believe,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
achieve,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
receive,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
decide,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hope,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
change,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
manage,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
improve,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
practice,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
notice,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
realize,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
organize,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
recognize,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
apologize,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
criticize,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
advertise,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
exercise,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
surprise,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
promise,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
imagine,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
examine,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
determine,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
continue,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
argue,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
issue,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
rescue,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
pursue,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
value,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
invite,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
excite,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
unite,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
compete,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
complete,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
delete,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
greet,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
repeat,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
defeat,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
treat,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
relate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
celebrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
demonstrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hesitate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
appreciate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
communicate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
educate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
investigate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
concentrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
cooperate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
decorate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
operate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
separate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
participate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
navigate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
motivate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
activate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
illustrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
calculate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
translate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
accelerate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
dominate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
eliminate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
fascinate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
generate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
imitate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
irritate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
meditate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
negotiate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
penetrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
radiate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
rotate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
stimulate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
tolerate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
validate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
vibrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
anticipate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
contemplate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
coordinate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
cultivate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
dedicate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
designate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
deviate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
escalate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
evaluate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
evaporate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
exaggerate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
hibernate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
incorporate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
innovate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
integrate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
initiate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
terminate,g,gerund_reverse_first,present_to_gerund+reverse+first_letter
child,NERDLIHC,plural_upper_reverse,singular_to_plural+uppercase+reverse
mouse,ECIM,plural_upper_reverse,singular_to_plural+uppercase+reverse
foot,TEEF,plural_upper_reverse,singular_to_plural+uppercase+reverse
tooth,HTEET,plural_upper_reverse,singular_to_plural+uppercase+reverse
woman,NEMOW,plural_upper_reverse,singular_to_plural+uppercase+reverse
man,NEM,plural_upper_reverse,singular_to_plural+uppercase+reverse
person,ELPOEP,plural_upper_reverse,singular_to_plural+uppercase+reverse
bird,SDRIB,plural_upper_reverse,singular_to_plural+uppercase+reverse
sheep,PEEHS,plural_upper_reverse,singular_to_plural+uppercase+reverse
deer,REED,plural_upper_reverse,singular_to_plural+uppercase+reverse
goose,ESEEG,plural_upper_reverse,singular_to_plural+uppercase+reverse
ox,NEXO,plural_upper_reverse,singular_to_plural+uppercase+reverse
computer,SRETUPMOC,plural_upper_reverse,singular_to_plural+uppercase+reverse
phone,SENOHP,plural_upper_reverse,singular_to_plural+uppercase+reverse
pen,SNEP,plural_upper_reverse,singular_to_plural+uppercase+reverse
pencil,SLICNEP,plural_upper_reverse,singular_to_plural+uppercase+reverse
paper,SREPAP,plural_upper_reverse,singular_to_plural+uppercase+reverse
cup,SPUC,plural_upper_reverse,singular_to_plural+uppercase+reverse
glass,SESSALG,plural_upper_reverse,singular_to_plural+uppercase+reverse
plate,SETALP,plural_upper_reverse,singular_to_plural+uppercase+reverse
knife,SEVINK,plural_upper_reverse,singular_to_plural+uppercase+reverse
fork,SKROF,plural_upper_reverse,singular_to_plural+uppercase+reverse
spoon,SNOOPS,plural_upper_reverse,singular_to_plural+uppercase+reverse
apple,SELPPA,plural_upper_reverse,singular_to_plural+uppercase+reverse
orange,SEGNARO,plural_upper_reverse,singular_to_plural+uppercase+reverse
banana,SANANAB,plural_upper_reverse,singular_to_plural+uppercase+reverse
potato,SEOTATOP,plural_upper_reverse,singular_to_plural+uppercase+reverse
tomato,SEOTAMOT,plural_upper_reverse,singular_to_plural+uppercase+reverse
box,SEXOB,plural_upper_reverse,singular_to_plural+uppercase+reverse
brush,SEHSURB,plural_upper_reverse,singular_to_plural+uppercase+reverse
watch,SEHCTAW,plural_upper_reverse,singular_to_plural+uppercase+reverse
beach,SEHCAEB,plural_upper_reverse,singular_to_plural+uppercase+reverse
class,SESSALC,plural_upper_reverse,singular_to_plural+uppercase+reverse
bus,SESUB,plural_upper_reverse,singular_to_plural+uppercase+reverse
kiss,SESSIK,plural_upper_reverse,singular_to_plural+uppercase+reverse
dish,SEHSID,plural_upper_reverse,singular_to_plural+uppercase+reverse
fox,SEXOF,plural_upper_reverse,singular_to_plural+uppercase+reverse
church,SEHCRUHC,plural_upper_reverse,singular_to_plural+uppercase+reverse
baby,SEIBAB,plural_upper_reverse,singular_to_plural+uppercase+reverse
lady,SEIDAL,plural_upper_reverse,singular_to_plural+uppercase+reverse
story,SEIROTS,plural_upper_reverse,singular_to_plural+uppercase+reverse
party,SEITRAP,plural_upper_reverse,singular_to_plural+uppercase+reverse
library,SEIRARBIL,plural_upper_reverse,singular_to_plural+uppercase+reverse
berry,SEIRREB,plural_upper_reverse,singular_to_plural+uppercase+reverse
butterfly,SEILFRETTUB,plural_upper_reverse,singular_to_plural+uppercase+reverse
leaf,SEVAEL,plural_upper_reverse,singular_to_plural+uppercase+reverse
wolf,SEVLOW,plural_upper_reverse,singular_to_plural+uppercase+reverse
life,SEVIL,plural_upper_reverse,singular_to_plural+uppercase+reverse
wife,SEVIW,plural_upper_reverse,singular_to_plural+uppercase+reverse
half,SEVLAH,plural_upper_reverse,singular_to_plural+uppercase+reverse
loaf,SEVAOL,plural_upper_reverse,singular_to_plural+uppercase+reverse
shelf,SEVLEHS,plural_upper_reverse,singular_to_plural+uppercase+reverse
thief,SEVEIHT,plural_upper_reverse,singular_to_plural+uppercase+reverse
scarf,SEVRACS,plural_upper_reverse,singular_to_plural+uppercase+reverse
calf,SEVLAC,plural_upper_reverse,singular_to_plural+uppercase+reverse
hero,SEOREH,plural_upper_reverse,singular_to_plural+uppercase+reverse
echo,SEOHCE,plural_upper_reverse,singular_to_plural+uppercase+reverse
cargo,SEOGRAC,plural_upper_reverse,singular_to_plural+uppercase+reverse
mosquito,SEOTIUQSOM,plural_upper_reverse,singular_to_plural+uppercase+reverse
volcano,SEONACLOV,plural_upper_reverse,singular_to_plural+uppercase+reverse
piano,SONAIP,plural_upper_reverse,singular_to_plural+uppercase+reverse
photo,SOTOHP,plural_upper_reverse,singular_to_plural+uppercase+reverse
video,SOEDIV,plural_upper_reverse,singular_to_plural+uppercase+reverse
radio,SOIDAR,plural_upper_reverse,singular_to_plural+uppercase+reverse
studio,SOIDUTS,plural_upper_reverse,singular_to_plural+uppercase+reverse
tree,SEERT,plural_upper_reverse,singular_to_plural+uppercase+reverse
key,SYEK,plural_upper_reverse,singular_to_plural+uppercase+reverse
boy,SYOB,plural_upper_reverse,singular_to_plural+uppercase+reverse
toy,SYOT,plural_upper_reverse,singular_to_plural+uppercase+reverse
day,SYAD,plural_upper_reverse,singular_to_plural+uppercase+reverse
way,SYAW,plural_upper_reverse,singular_to_plural+uppercase+reverse
eye,SEYE,plural_upper_reverse,singular_to_plural+uppercase+reverse
guy,SYUG,plural_upper_reverse,singular_to_plural+uppercase+reverse
ray,SYAR,plural_upper_reverse,singular_to_plural+uppercase+reverse
bay,SYAB,plural_upper_reverse,singular_to_plural+uppercase+reverse
arm,SMRA,plural_upper_reverse,singular_to_plural+uppercase+reverse
leg,SGEL,plural_upper_reverse,singular_to_plural+uppercase+reverse
ear,SRAE,plural_upper_reverse,singular_to_plural+uppercase+reverse
hand,SDNAH,plural_upper_reverse,singular_to_plural+uppercase+reverse
finger,SREGNIF,plural_upper_reverse,singular_to_plural+uppercase+reverse
toe,SEOT,plural_upper_reverse,singular_to_plural+uppercase+reverse
nose,SESON,plural_upper_reverse,singular_to_plural+uppercase+reverse
bone,SENOB,plural_upper_reverse,singular_to_plural+uppercase+reverse
muscle,SELCSUM,plural_upper_reverse,singular_to_plural+uppercase+reverse
nerve,SEVREN,plural_upper_reverse,singular_to_plural+uppercase+reverse
vein,SNIEV,plural_upper_reverse,singular_to_plural+uppercase+reverse
artery,SEIRETRA,plural_upper_reverse,singular_to_plural+uppercase+reverse
lung,SGNUL,plural_upper_reverse,singular_to_plural+uppercase+reverse
kidney,SYENDIK,plural_upper_reverse,singular_to_plural+uppercase+reverse
liver,SREVIL,plural_upper_reverse,singular_to_plural+uppercase+reverse
brain,SNIARB,plural_upper_reverse,singular_to_plural+uppercase+reverse
heart,STRAEH,plural_upper_reverse,singular_to_plural+uppercase+reverse
stomach,SHCAMOTS,plural_upper_reverse,singular_to_plural+uppercase+reverse
teacher,SREHCAET,plural_upper_reverse,singular_to_plural+uppercase+reverse
student,STNEDUTS,plural_upper_reverse,singular_to_plural+uppercase+reverse
doctor,SROTCOD,plural_upper_reverse,singular_to_plural+uppercase+reverse
nurse,SESRUN,plural_upper_reverse,singular_to_plural+uppercase+reverse
farmer,SREMRAF,plural_upper_reverse,singular_to_plural+uppercase+reverse
worker,SREKROW,plural_upper_reverse,singular_to_plural+uppercase+reverse
driver,SREVIRD,plural_upper_reverse,singular_to_plural+uppercase+reverse
pilot,STOLIP,plural_upper_reverse,singular_to_plural+uppercase+reverse
singer,SREGNIS,plural_upper_reverse,singular_to_plural+uppercase+reverse
dancer,SRECNAD,plural_upper_reverse,singular_to_plural+uppercase+reverse
writer,SRETIRW,plural_upper_reverse,singular_to_plural+uppercase+reverse
painter,SRETNIAP,plural_upper_reverse,singular_to_plural+uppercase+reverse
player,SREYALP,plural_upper_reverse,singular_to_plural+uppercase+reverse
swimmer,SREMMIWS,plural_upper_reverse,singular_to_plural+uppercase+reverse
runner,SRENNUR,plural_upper_reverse,singular_to_plural+uppercase+reverse
builder,SREDLIUB,plural_upper_reverse,singular_to_plural+uppercase+reverse
soldier,SREIDLOS,plural_upper_reverse,singular_to_plural+uppercase+reverse
sailor,SROLIAS,plural_upper_reverse,singular_to_plural+uppercase+reverse
officer,SRECIFFO,plural_upper_reverse,singular_to_plural+uppercase+reverse
lawyer,SREYWAL,plural_upper_reverse,singular_to_plural+uppercase+reverse
engineer,SREENIGNE,plural_upper_reverse,singular_to_plural+uppercase+reverse
scientist,STSITNEICS,plural_upper_reverse,singular_to_plural+uppercase+reverse
musician,SNAICISUM,plural_upper_reverse,singular_to_plural+uppercase+reverse
artist,STSITRA,plural_upper_reverse,singular_to_plural+uppercase+reverse
actor,SROTCA,plural_upper_reverse,singular_to_plural+uppercase+reverse
actress,SESSERTCA,plural_upper_reverse,singular_to_plural+uppercase+reverse
chef,SFEHC,plural_upper_reverse,singular_to_plural+uppercase+reverse
baker,SREKAB,plural_upper_reverse,singular_to_plural+uppercase+reverse
butcher,SREHCTUB,plural_upper_reverse,singular_to_plural+uppercase+reverse
tailor,SROLIAT,plural_upper_reverse,singular_to_plural+uppercase+reverse
clerk,SKRELC,plural_upper_reverse,singular_to_plural+uppercase+reverse
manager,SREGANAM,plural_upper_reverse,singular_to_plural+uppercase+reverse
director,SROTCERID,plural_upper_reverse,singular_to_plural+uppercase+reverse
president,STNEDISERP,plural_upper_reverse,singular_to_plural+uppercase+reverse
king,SGNIK,plural_upper_reverse,singular_to_plural+uppercase+reverse
queen,SNEEUQ,plural_upper_reverse,singular_to_plural+uppercase+reverse
prince,SECNIRP,plural_upper_reverse,singular_to_plural+uppercase+reverse
princess,SESSECNIRP,plural_upper_reverse,singular_to_plural+uppercase+reverse
emperor,SROREPME,plural_upper_reverse,singular_to_plural+uppercase+reverse
empress,SESSERPME,plural_upper_reverse,singular_to_plural+uppercase+reverse
duke,SEKUD,plural_upper_reverse,singular_to_plural+uppercase+reverse
duchess,SESSEHCUD,plural_upper_reverse,singular_to_plural+uppercase+reverse
lord,SDROL,plural_upper_reverse,singular_to_plural+uppercase+reverse
knight,STHGINK,plural_upper_reverse,singular_to_plural+uppercase+reverse
heroine,SENIOREH,plural_upper_reverse,singular_to_plural+uppercase+reverse
villain,SNIALLIV,plural_upper_reverse,singular_to_plural+uppercase+reverse
self,SEVLES,plural_upper_reverse,singular_to_plural+uppercase+reverse
elf,SEVLE,plural_upper_reverse,singular_to_plural+uppercase+reverse
wharf,SEVRAHW,plural_upper_reverse,singular_to_plural+uppercase+reverse
belief,SFEILEB,plural_upper_reverse,singular_to_plural+uppercase+reverse
chief,SFEIHC,plural_upper_reverse,singular_to_plural+uppercase+reverse
cliff,SFFILC,plural_upper_reverse,singular_to_plural+uppercase+reverse
proof,SFOORP,plural_upper_reverse,singular_to_plural+uppercase+reverse
roof,SFOOR,plural_upper_reverse,singular_to_plural+uppercase+reverse
safe,SEFAS,plural_upper_reverse,singular_to_plural+uppercase+reverse
grief,SFEIRG,plural_upper_reverse,singular_to_plural+uppercase+reverse
reef,SFEER,plural_upper_reverse,singular_to_plural+uppercase+reverse
gulf,SFLUG,plural_upper_reverse,singular_to_plural+uppercase+reverse
dwarf,SEVRAWD,plural_upper_reverse,singular_to_plural+uppercase+reverse
hoof,SEVOOH,plural_upper_reverse,singular_to_plural+uppercase+reverse
datum,ATAD,plural_upper_reverse,singular_to_plural+uppercase+reverse
medium,AIDEM,plural_upper_reverse,singular_to_plural+uppercase+reverse
curriculum,ALUCIRRUC,plural_upper_reverse,singular_to_plural+uppercase+reverse
phenomenon,ANEMONEHP,plural_upper_reverse,singular_to_plural+uppercase+reverse
criterion,AIRETIRC,plural_upper_reverse,singular_to_plural+uppercase+reverse
analysis,SESYLANA,plural_upper_reverse,singular_to_plural+uppercase+reverse
basis,SESAB,plural_upper_reverse,singular_to_plural+uppercase+reverse
crisis,SESIRC,plural_upper_reverse,singular_to_plural+uppercase+reverse
thesis,SESEHT,plural_upper_reverse,singular_to_plural+uppercase+reverse
oasis,SESAO,plural_upper_reverse,singular_to_plural+uppercase+reverse
axis,SEXA,plural_upper_reverse,singular_to_plural+uppercase+reverse
parenthesis,SESEHTNERAP,plural_upper_reverse,singular_to_plural+uppercase+reverse
child,n,plural_reverse_first,singular_to_plural+reverse+first_letter
mouse,e,plural_reverse_first,singular_to_plural+reverse+first_letter
foot,t,plural_reverse_first,singular_to_plural+reverse+first_letter
tooth,h,plural_reverse_first,singular_to_plural+reverse+first_letter
woman,n,plural_reverse_first,singular_to_plural+reverse+first_letter
man,n,plural_reverse_first,singular_to_plural+reverse+first_letter
person,e,plural_reverse_first,singular_to_plural+reverse+first_letter
bird,s,plural_reverse_first,singular_to_plural+reverse+first_letter
sheep,p,plural_reverse_first,singular_to_plural+reverse+first_letter
deer,r,plural_reverse_first,singular_to_plural+reverse+first_letter
goose,e,plural_reverse_first,singular_to_plural+reverse+first_letter
ox,n,plural_reverse_first,singular_to_plural+reverse+first_letter
computer,s,plural_reverse_first,singular_to_plural+reverse+first_letter
phone,s,plural_reverse_first,singular_to_plural+reverse+first_letter
pen,s,plural_reverse_first,singular_to_plural+reverse+first_letter
pencil,s,plural_reverse_first,singular_to_plural+reverse+first_letter
paper,s,plural_reverse_first,singular_to_plural+reverse+first_letter
cup,s,plural_reverse_first,singular_to_plural+reverse+first_letter
glass,s,plural_reverse_first,singular_to_plural+reverse+first_letter
